,From,To,Connection
1398,4235,6271,1
1399,4235,6745,1
1400,4235,6746,1
1401,4235,6832,1
1402,4235,7282,1
1403,4235,8247,1
1404,4235,8693,1
1405,4235,8744,1
1406,4235,8840,1
1407,4235,9106,1
1408,4266,495,1
1409,4266,522,1
1410,4266,539,1
1411,4266,711,1
1412,4266,771,1
1413,4266,1109,1
1414,4266,1186,1
1415,4266,1747,1
1416,4266,1763,1
1417,4266,1851,1
1418,4266,2366,1
1419,4266,2410,1
1420,4266,2553,1
1421,4266,3035,1
1422,4266,3065,1
1423,4266,3091,1
1424,4266,3207,1
1425,4266,3268,1
1426,4266,3387,1
1427,4266,3558,1
1428,4266,3750,1
1429,4266,4341,1
1430,4266,4467,1
1431,4266,5027,1
1432,4266,5151,1
1433,4266,5358,1
1434,4266,5398,1
1435,4266,5864,1
1436,4266,6072,1
1437,4266,6454,1
1438,4266,6597,1
1439,4266,6645,1
1440,4266,6893,1
1441,4266,7035,1
1442,4266,7072,1
1443,4266,7107,1
1444,4266,7310,1
1445,4266,7763,1
1446,4266,7989,1
1447,4266,8214,1
1448,4266,8456,1
1449,4266,8539,1
1450,4266,8694,1
1451,4266,8785,1
1452,4266,8934,1
1453,4266,9412,1
1454,4266,9492,1
1455,4266,9629,1
1456,4266,9739,1
1457,6893,1756,1
1458,6893,3065,1
1459,6893,3091,1
1460,6893,4266,1
1461,6893,4341,1
1462,6893,7472,1
1463,2704,1980,1
1464,2704,2564,1
1465,2704,7375,1
1466,2704,7734,1
1467,2704,7735,1
1468,2704,7847,1
1469,2704,7909,1
1470,7734,94,1
1471,7734,2564,1
1472,7734,2704,1
1473,7734,3590,1
1474,7734,4484,1
1475,7734,7038,1
1476,7734,7140,1
1477,7734,7264,1
1478,7734,7721,1
1479,7734,7847,1
1480,7734,8325,1
1481,7734,8371,1
1482,7734,9189,1
1483,7734,9293,1
1484,7734,9603,1
1485,3279,209,1
1486,3279,495,1
1487,3279,4137,1
1488,3279,5606,1
1489,3279,6001,1
1490,3279,7912,1
1491,3279,9287,1
1492,7912,737,1
1493,7912,776,1
1494,7912,1474,1
1495,7912,2611,1
1496,7912,2628,1
1497,7912,2772,1
1498,7912,3279,1
1499,7912,3524,1
1500,7912,3823,1
1501,7912,5139,1
1502,7912,5673,1
1503,7912,5867,1
1504,7912,7124,1
1505,7912,7650,1
1506,7912,7844,1
1507,7912,7938,1
1508,7912,9076,1
1509,7912,9869,1
1510,522,94,1
1511,522,735,1
1512,522,1730,1
1513,522,1941,1
1514,522,2028,1
1515,522,2410,1
1516,522,2977,1
1517,522,3524,1
1518,522,4266,1
1519,522,4987,1
1520,522,5299,1
1521,522,5739,1
1522,522,5812,1
1523,522,6075,1
1524,522,6380,1
1525,522,7428,1
1526,522,7889,1
1527,522,8012,1
1528,522,8132,1
1529,522,8400,1
1530,522,8476,1
1531,522,8539,1
1532,1941,276,1
1533,1941,522,1
1534,1941,2028,1
1535,1941,2119,1
1536,1941,2946,1
1537,1941,2972,1
1538,1941,4772,1
1539,1941,5081,1
1540,1941,5812,1
1541,1941,6075,1
1542,1941,6183,1
1543,1941,7072,1
1544,1941,7104,1
1545,1941,7889,1
1546,1941,7953,1
1547,1941,8058,1
1548,1941,8132,1
1549,1941,8778,1
1550,7889,94,1
1551,7889,331,1
1552,7889,522,1
1553,7889,735,1
1554,7889,1908,1
1555,7889,1941,1
1556,7889,2028,1
1557,7889,2410,1
1558,7889,2669,1
1559,7889,2824,1
1560,7889,2900,1
1561,7889,3207,1
1562,7889,3693,1
1563,7889,3938,1
1564,7889,4176,1
1565,7889,4585,1
1566,7889,4759,1
1567,7889,4772,1
1568,7889,4820,1
1569,7889,5151,1
1570,7889,5299,1
1571,7889,5615,1
1572,7889,5739,1
1573,7889,5792,1
1574,7889,6075,1
1575,7889,6183,1
1576,7889,6458,1
1577,7889,6861,1
1578,7889,6880,1
1579,7889,7035,1
1580,7889,7107,1
1581,7889,7424,1
1582,7889,7844,1
1583,7889,7850,1
1584,7889,7938,1
1585,7889,8012,1
1586,7889,8132,1
1587,7889,8400,1
1588,7889,8456,1
1589,7889,8476,1
1590,7889,8539,1
1591,7889,8883,1
1592,7889,8983,1
1593,7889,9492,1
1594,1224,1505,1
1596,1224,1768,1
1597,1224,2080,1
1598,1224,2742,1
1599,1224,3078,1
1600,1224,3583,1
1601,1224,4697,1
1602,1224,5110,1
1603,1224,5508,1
1604,1224,6965,1
1605,1224,8146,1
1606,1224,8824,1
1607,1224,8924,1
1608,1224,9095,1
1609,1224,9185,1
1610,1224,9212,1
1611,1224,9755,1
1612,4697,507,1
1613,4697,1224,1
1614,4697,1338,1
1615,4697,1575,1
1616,4697,2475,1
1617,4697,2518,1
1618,4697,3140,1
1619,4697,3377,1
1620,4697,3872,1
1621,4697,4526,1
1622,4697,5050,1
1623,4697,5218,1
1624,4697,5284,1
1625,4697,5760,1
1626,4697,5791,1
1627,4697,6426,1
1628,4697,6589,1
1629,4697,8672,1
1630,4697,8673,1
1631,4697,9212,1
1632,9212,1224,1
1633,9212,2518,1
1634,9212,3872,1
1635,9212,4697,1
1636,9212,5218,1
1637,9212,5892,1
1638,5354,647,1
1639,5354,743,1
1640,5354,973,1
1641,5354,1708,1
1642,5354,1772,1
1643,5354,1873,1
1644,5354,1890,1
1645,5354,2497,1
1646,5354,2938,1
1647,5354,3780,1
1648,5354,4234,1
1649,5354,4682,1
1650,5354,5075,1
1651,5354,7122,1
1652,5354,7916,1
1653,5354,9307,1
1654,5354,9348,1
1655,5354,9553,1
1656,5621,1142,1
1657,5621,3031,1
1658,5621,3481,1
1659,5621,6000,1
1660,5621,6597,1
1661,6597,539,1
1662,6597,871,1
1663,6597,2824,1
1664,6597,3481,1
1665,6597,4266,1
1666,6597,5621,1
1667,6597,6000,1
1668,6597,6463,1
1669,6597,6742,1
1670,6597,7346,1
1671,6597,8188,1
1672,6000,1986,1
1673,6000,3358,1
1674,6000,3481,1
1675,6000,4741,1
1676,6000,5439,1
1677,6000,5621,1
1678,6000,6597,1
1679,6000,9492,1
1680,6000,9666,1
1681,213,2360,1
1682,213,3084,1
1683,213,4921,1
1684,213,8155,1
1685,213,9468,1
1686,8155,213,1
1687,8155,416,1
1688,8155,620,1
1689,8155,3996,1
1690,8155,5350,1
1691,8155,9468,1
1692,9468,213,1
1693,9468,329,1
1694,9468,444,1
1695,9468,1654,1
1696,9468,2024,1
1697,9468,2190,1
1698,9468,3245,1
1699,9468,3546,1
1700,9468,5244,1
1701,9468,5299,1
1702,9468,6793,1
1703,9468,8155,1
1704,8934,152,1
1705,8934,361,1
1706,8934,602,1
1707,8934,639,1
1708,8934,640,1
1709,8934,1108,1
1710,8934,1109,1
1711,8934,1186,1
1712,8934,1425,1
1713,8934,1722,1
1714,8934,2053,1
1715,8934,2553,1
1716,8934,2824,1
1717,8934,3035,1
1718,8934,3065,1
1719,8934,3387,1
1720,8934,3524,1
1721,8934,3750,1
1722,8934,3966,1
1723,8934,4105,1
1724,8934,4266,1
1725,8934,4283,1
1726,8934,4338,1
1727,8934,4589,1
1728,8934,4896,1
1729,8934,4923,1
1730,8934,5535,1
1731,8934,6530,1
1732,8934,6747,1
1733,8934,6880,1
1734,8934,7038,1
1735,8934,7072,1
1736,8934,7300,1
1737,8934,7466,1
1738,8934,7763,1
1739,8934,7842,1
1740,8934,7949,1
1741,8934,8370,1
1742,8934,8753,1
1743,8934,8788,1
1744,8934,9076,1
1745,8934,9260,1
1746,8934,9603,1
1747,8934,9731,1
1748,8934,9739,1
1749,9076,43,1
1750,9076,78,1
1751,9076,390,1
1752,9076,737,1
1753,9076,751,1
1754,9076,1027,1
1755,9076,1160,1
1756,9076,1325,1
1757,9076,1729,1
1758,9076,2028,1
1759,9076,2338,1
1760,9076,2352,1
1761,9076,2398,1
1762,9076,2494,1
1763,9076,2772,1
1764,9076,2900,1
1765,9076,2982,1
1766,9076,3091,1
1767,9076,3258,1
1768,9076,3512,1
1769,9076,3693,1
1770,9076,3708,1
1771,9076,3866,1
1772,9076,3938,1
1773,9076,3953,1
1774,9076,4078,1
1775,9076,4277,1
1776,9076,4544,1
1777,9076,4611,1
1778,9076,4715,1
1779,9076,4742,1
1780,9076,4806,1
1781,9076,4817,1
1782,9076,4999,1
1783,9076,5151,1
1784,9076,5250,1
1785,9076,5414,1
1786,9076,5604,1
1787,9076,5792,1
1788,9076,5864,1
1789,9076,5925,1
1790,9076,6071,1
1791,9076,6072,1
1792,9076,6083,1
1793,9076,6397,1
1794,9076,6521,1
1795,9076,6645,1
1796,9076,7500,1
1797,9076,7912,1
1798,9076,7938,1
1799,9076,7971,1
1800,9076,7989,1
1801,9076,8168,1
1802,9076,8476,1
1803,9076,8693,1
1804,9076,8934,1
1805,9076,9333,1
1806,9076,9492,1
1807,9076,9869,1
1808,2679,2334,1
1809,2679,2676,1
1810,2679,2983,1
1811,2679,4338,1
1812,2679,4896,1
1813,2679,4897,1
1814,2679,7031,1
1815,2679,7036,1
1816,2679,8538,1
1817,2679,8816,1
1818,2679,9312,1
1819,2679,9715,1
1820,7031,287,1
1821,7031,685,1
1822,7031,1133,1
1823,7031,1840,1
1824,7031,1877,1
1825,7031,1940,1
1826,7031,2220,1
1827,7031,2679,1
1828,7031,2750,1
1829,7031,5893,1
1830,7031,6900,1
1831,7031,7024,1
1832,7031,9870,1
1833,209,210,1
1834,209,481,1
1835,209,539,1
1836,209,639,1
1837,209,640,1
1838,209,1337,1
1839,209,1683,1
1840,209,1952,1
1841,209,2181,1
1842,209,3279,1
1843,209,3747,1
1844,209,4439,1
1845,209,4955,1
1846,209,5003,1
1847,209,5178,1
1848,209,5250,1
1849,209,6625,1
1850,209,9144,1
1851,209,9287,1
1852,209,9699,1
1853,209,9715,1
1854,209,9736,1
1855,209,9868,1
1856,9736,209,1
1857,9736,726,1
1858,9736,2878,1
1859,9736,3871,1
1860,9736,3938,1
1861,9736,5398,1
1862,9736,5614,1
1863,9736,6685,1
1864,9736,7058,1
1865,9736,7442,1
1866,9736,8308,1
1867,1133,92,1
1868,1133,139,1
1869,1133,394,1
1870,1133,1540,1
1871,1133,1591,1
1872,1133,1877,1
1873,1133,1918,1
1874,1133,1983,1
1875,1133,2387,1
1876,1133,2406,1
1877,1133,2537,1
1878,1133,3022,1
1879,1133,3193,1
1880,1133,3621,1
1881,1133,3975,1
1882,1133,4310,1
1883,1133,4613,1
1884,1133,4736,1
1885,1133,4961,1
1886,1133,5050,1
1887,1133,5086,1
1888,1133,5137,1
1889,1133,5147,1
1890,1133,5247,1
1891,1133,5298,1
1892,1133,5360,1
1893,1133,5739,1
1894,1133,5925,1
1895,1133,6220,1
1896,1133,6486,1
1897,1133,7024,1
1898,1133,7031,1
1899,1133,7076,1
1900,1133,7137,1
1901,1133,8192,1
1902,1133,9743,1
1903,1133,9744,1
1904,1133,9781,1
1906,3621,21,1
1907,3621,145,1
1908,3621,183,1
1909,3621,447,1
1910,3621,1044,1
1911,3621,1133,1
1912,3621,1670,1
1913,3621,2457,1
1914,3621,2501,1
1915,3621,4273,1
1916,3621,5029,1
1917,3621,5227,1
1918,3621,5893,1
1919,3621,7024,1
1920,3621,7036,1
1921,3621,7250,1
1922,3621,7391,1
1923,3621,7733,1
1924,3621,9050,1
1925,3621,9233,1
1926,5029,1234,1
1927,5029,1715,1
1928,5029,2311,1
1929,5029,2622,1
1930,5029,3621,1
1931,5029,4014,1
1932,5029,4235,1
1933,5029,4277,1
1934,5029,4439,1
1935,5029,4989,1
1936,5029,5685,1
1937,5029,6458,1
1938,5029,7391,1
1939,5029,8753,1
1940,5029,9488,1
1941,7391,224,1
1942,7391,2220,1
1943,7391,2765,1
1944,7391,3621,1
1945,7391,4341,1
1946,7391,5029,1
1947,7391,5826,1
1948,7391,6536,1
1949,7391,7260,1
1950,7391,7618,1
1951,7391,7645,1
1952,7391,7733,1
1953,908,146,1
1954,908,901,1
1955,908,909,1
1956,908,1490,1
1957,908,1555,1
1958,908,1596,1
1959,908,4494,1
1960,908,4927,1
1961,908,5168,1
1962,908,5282,1
1963,908,6098,1
1964,908,6620,1
1965,908,7169,1
1966,908,7255,1
1967,908,7571,1
1968,908,7772,1
1969,908,7999,1
1970,908,8313,1
1971,908,8732,1
1972,908,8841,1
1973,908,9230,1
1974,908,9544,1
1975,908,9716,1
1976,5282,37,1
1977,5282,659,1
1978,5282,668,1
1979,5282,785,1
1980,5282,895,1
1981,5282,908,1
1982,5282,1238,1
1983,5282,1242,1
1984,5282,1311,1
1985,5282,1652,1
1986,5282,2548,1
1987,5282,2567,1
1988,5282,2651,1
1989,5282,3977,1
1990,5282,4142,1
1991,5282,4367,1
1992,5282,5277,1
1993,5282,5322,1
1994,5282,5784,1
1995,5282,7057,1
1996,5282,7117,1
1997,5282,7255,1
1998,5282,7395,1
1999,5282,7510,1
2000,5282,8311,1
2001,5282,8357,1
2002,5282,8663,1
2003,5282,8900,1
2004,5282,9210,1
2005,5282,9544,1
2006,5282,9660,1
2007,5282,9760,1
2008,9544,908,1
2009,9544,1596,1
2010,9544,2135,1
2011,9544,2736,1
2012,9544,2738,1
2013,9544,2755,1
2014,9544,3512,1
2015,9544,3681,1
2016,9544,3741,1
2017,9544,3861,1
2018,9544,3905,1
2019,9544,3996,1
2020,9544,4927,1
2021,9544,5282,1
2022,9544,8284,1
2023,9544,8569,1
2024,9544,9016,1
2025,9544,9325,1
2026,9544,9526,1
2027,9544,9599,1
2028,2237,1493,1
2029,2237,2781,1
2030,2237,3115,1
2031,2237,5996,1
2032,2237,6302,1
2033,2237,8216,1
2034,2781,456,1
2035,2781,2237,1
2036,2781,4924,1
2037,2781,5957,1
2038,2781,5996,1
2039,2781,6137,1
2040,2781,6927,1
2041,2781,7181,1
2042,2781,9151,1
2043,2781,9679,1
2044,1636,25,1
2045,1636,924,1
2046,1636,978,1
2047,1636,1419,1
2048,1636,1846,1
2049,1636,2017,1
2050,1636,7246,1
2051,1636,7658,1
2052,1636,8011,1
2053,1636,8664,1
2054,2017,978,1
2055,2017,1636,1
2056,2017,2082,1
2057,2017,5394,1
2058,2017,6816,1
2059,2017,6867,1
2060,2017,6984,1
2061,2017,7134,1
2062,2017,7246,1
2063,2017,7459,1
2064,2017,7658,1
2065,2017,8682,1
2066,2017,8783,1
2067,2017,9231,1
2068,2017,9348,1
2069,3185,871,1
2070,3185,930,1
2071,3185,1541,1
2072,3185,2243,1
2073,3185,2822,1
2074,3185,4235,1
2075,3185,6271,1
2076,3185,6551,1
2077,3185,7839,1
2078,3185,7847,1
2079,3185,8246,1
2080,3185,8788,1
2081,3185,9320,1
2082,6271,287,1
2083,6271,444,1
2084,6271,757,1
2085,6271,871,1
2086,6271,1541,1
2087,6271,2258,1
2088,6271,2987,1
2089,6271,3185,1
2090,6271,3237,1
2091,6271,4235,1
2092,6271,4439,1
2093,6271,6746,1
2094,6271,6832,1
2095,6271,7038,1
2096,6271,9106,1
2097,6271,9411,1
2098,7916,186,1
2099,7916,2497,1
2100,7916,4234,1
2101,7916,5354,1
2102,7916,9307,1
2103,9307,647,1
2104,9307,2668,1
2105,9307,3710,1
2106,9307,3800,1
2107,9307,4234,1
2108,9307,4524,1
2109,9307,5354,1
2110,9307,7122,1
2111,9307,7444,1
2112,9307,7916,1
2113,9307,9810,1
2114,5479,1126,1
2115,5479,1144,1
2116,5479,1368,1
2117,5479,2699,1
2118,5479,2806,1
2119,5479,3820,1
2120,5479,3970,1
2121,5479,4453,1
2122,5479,6178,1
2123,5479,6361,1
2124,5479,9042,1
2125,5479,9165,1
2126,9165,992,1
2127,9165,1097,1
2128,9165,1126,1
2129,9165,1756,1
2130,9165,2072,1
2131,9165,2090,1
2132,9165,2160,1
2133,9165,2254,1
2134,9165,2448,1
2135,9165,2699,1
2136,9165,2767,1
2137,9165,2806,1
2138,9165,2821,1
2139,9165,2824,1
2140,9165,5088,1
2141,9165,5103,1
2142,9165,5117,1
2143,9165,5479,1
2144,9165,5483,1
2145,9165,5858,1
2146,9165,6354,1
2147,9165,6755,1
2148,9165,6790,1
2149,9165,6887,1
2150,9165,7038,1
2151,9165,7395,1
2152,9165,7545,1
2153,9165,7850,1
2154,9165,8743,1
2155,9165,9042,1
2156,9165,9190,1
2157,9165,9215,1
2158,1244,377,1
2159,1244,2274,1
2160,1244,4341,1
2161,1244,6078,1
2162,1244,8699,1
2163,1244,9002,1
2164,4341,21,1
2165,4341,224,1
2166,4341,539,1
2167,4341,714,1
2168,4341,773,1
2169,4341,801,1
2170,4341,1081,1
2171,4341,1244,1
2172,4341,1315,1
2173,4341,1608,1
2174,4341,1972,1
2175,4341,2080,1
2176,4341,2099,1
2177,4341,2156,1
2178,4341,2362,1
2179,4341,2520,1
2180,4341,2696,1
2181,4341,2913,1
2182,4341,3970,1
2183,4341,3999,1
2184,4341,4266,1
2185,4341,4418,1
2186,4341,4452,1
2187,4341,4754,1
2188,4341,4839,1
2189,4341,4973,1
2190,4341,5052,1
2191,4341,5407,1
2192,4341,5707,1
2193,4341,5784,1
2194,4341,5826,1
2195,4341,5835,1
2196,4341,6128,1
2197,4341,6366,1
2198,4341,6536,1
2199,4341,6819,1
2200,4341,6893,1
2201,4341,6894,1
2202,4341,6933,1
2203,4341,7038,1
2204,4341,7175,1
2205,4341,7391,1
2206,4341,7618,1
2207,4341,7837,1
2208,4341,7907,1
2209,4341,8025,1
2210,4341,8281,1
2211,4341,8571,1
2212,4341,8655,1
2213,4341,8702,1
2214,4341,8959,1
2215,4341,9000,1
2216,4341,9081,1
2217,4341,9390,1
2218,4341,9421,1
2219,4341,9804,1
2220,2545,345,1
2221,2545,2167,1
2222,2545,3207,1
2223,2545,4043,1
2224,2545,5034,1
2225,2545,8301,1
2226,2545,8908,1
2227,2545,9711,1
2228,4043,1063,1
2229,4043,2167,1
2230,4043,2545,1
2231,4043,2689,1
2232,4043,5575,1
2233,4043,7464,1
2234,4043,7592,1
2235,3742,3637,1
2236,3742,3979,1
2237,3742,4071,1
2238,3742,4556,1
2239,3742,4575,1
2240,3742,6324,1
2241,3742,7534,1
2242,3742,7690,1
2243,3742,8240,1
2244,3742,9023,1
2245,6324,218,1
2246,6324,478,1
2247,6324,602,1
2248,6324,620,1
2249,6324,732,1
2250,6324,737,1
2251,6324,1170,1
2252,6324,2573,1
2253,6324,2606,1
2254,6324,3191,1
2255,6324,3403,1
2256,6324,3673,1
2257,6324,3742,1
2258,6324,4253,1
2259,6324,4352,1
2260,6324,4556,1
2261,6324,4686,1
2262,6324,4746,1
2263,6324,4752,1
2264,6324,5009,1
2265,6324,5642,1
2266,6324,5656,1
2267,6324,5876,1
2268,6324,5931,1
2269,6324,6198,1
2270,6324,6323,1
2271,6324,6734,1
2272,6324,6793,1
2273,6324,7422,1
2274,6324,7534,1
2275,6324,8041,1
2276,6324,8548,1
2277,6324,8850,1
2278,6324,8885,1
2279,6324,9531,1
2280,6324,9596,1
2281,6324,9810,1
2282,2982,378,1
2283,2982,632,1
2284,2982,726,1
2285,2982,751,1
2286,2982,1440,1
2287,2982,1490,1
2288,2982,1859,1
2289,2982,1952,1
2290,2982,2028,1
2291,2982,2112,1
2292,2982,3036,1
2293,2982,3579,1
2294,2982,3866,1
2295,2982,3998,1
2296,2982,4231,1
2297,2982,4721,1
2298,2982,5358,1
2299,2982,5792,1
2300,2982,6390,1
2301,2982,6861,1
2302,2982,6974,1
2303,2982,7131,1
2304,2982,7371,1
2305,2982,7721,1
2306,2982,8068,1
2307,2982,8476,1
2308,2982,9076,1
2309,2982,9636,1
2310,6861,331,1
2311,6861,378,1
2312,6861,632,1
2313,6861,2982,1
2314,6861,3207,1
2315,6861,4078,1
2316,6861,4721,1
2317,6861,5739,1
2318,6861,5792,1
2319,6861,6463,1
2320,6861,7093,1
2321,6861,7889,1
2322,6861,7971,1
2323,6861,9492,1
2324,6912,245,1
2325,6912,566,1
2326,6912,1031,1
2327,6912,1661,1
2328,6912,1672,1
2329,6912,1722,1
2330,6912,2072,1
2331,6912,2786,1
2332,6912,3065,1
2333,6912,3552,1
2334,6912,3913,1
2335,6912,4189,1
2336,6912,4190,1
2337,6912,4712,1
2338,6912,4884,1
2339,6912,4924,1
2340,6912,5008,1
2341,6912,5009,1
2342,6912,5117,1
2343,6912,5302,1
2344,6912,5686,1
2345,6912,5863,1
2346,6912,6179,1
2347,6912,6458,1
2348,6912,6554,1
2349,6912,6714,1
2350,6912,7062,1
2351,6912,7357,1
2352,6912,7431,1
2353,6912,7502,1
2354,6912,7664,1
2355,6912,7799,1
2356,6912,7875,1
2357,6912,7948,1
2358,6912,8404,1
2359,6912,8766,1
2360,6912,8885,1
2361,6912,8890,1
2362,6912,9145,1
2363,6912,9327,1
2364,6912,9409,1
2365,6912,9548,1
2366,6912,9791,1
2367,7357,6912,1
2368,7357,7948,1
2369,7357,8404,1
2370,7948,732,1
2371,7948,1490,1
2372,7948,1775,1
2373,7948,1826,1
2374,7948,1827,1
2375,7948,1960,1
2376,7948,2072,1
2377,7948,2435,1
2378,7948,3549,1
2379,7948,4101,1
2380,7948,4190,1
2381,7948,5008,1
2382,7948,6190,1
2383,7948,6681,1
2384,7948,6912,1
2385,7948,6971,1
2386,7948,7053,1
2387,7948,7357,1
2388,7948,7440,1
2389,7948,8151,1
2390,7948,8262,1
2391,7948,8404,1
2392,7948,8525,1
2393,7948,8657,1
2394,7948,8885,1
2395,7948,9327,1
2396,7948,9409,1
2397,7948,9548,1
2398,8404,245,1
2399,8404,732,1
2400,8404,1031,1
2401,8404,1661,1
2402,8404,1672,1
2403,8404,1722,1
2404,8404,2072,1
2405,8404,2648,1
2406,8404,2786,1
2407,8404,4712,1
2408,8404,4924,1
2409,8404,5008,1
2410,8404,5032,1
2411,8404,5686,1
2412,8404,6179,1
2413,8404,6458,1
2414,8404,6530,1
2415,8404,6681,1
2416,8404,6912,1
2418,8404,7948,1
2419,8404,8885,1
2420,8404,8890,1
2421,8404,9297,1
2422,8404,9327,1
2423,8404,9409,1
2424,8404,9548,1
2425,9188,495,1
2426,9188,735,1
2427,9188,871,1
2428,9188,1369,1
2429,9188,1501,1
2430,9188,1930,1
2431,9188,2788,1
2432,9188,3148,1
2433,9188,3268,1
2434,9188,3938,1
2435,9188,4176,1
2436,9188,4195,1
2437,9188,5739,1
2438,9188,6613,1
2439,9188,6638,1
2440,9188,7794,1
2441,9188,8970,1
2442,9188,9187,1
2443,9187,871,1
2444,9187,1930,1
2445,9187,3470,1
2446,9187,4195,1
2447,9187,5151,1
2448,9187,5739,1
2449,9187,7300,1
2450,9187,7685,1
2451,9187,7794,1
2452,9187,9188,1
2453,9187,9867,1
2455,1505,65,1
2456,1505,669,1
2457,1505,1224,1
2458,1505,2405,1
2459,1505,9095,1
2460,9095,669,1
2461,9095,1224,1
2462,9095,1505,1
2463,9095,3013,1
2464,9095,5045,1
2465,9095,7910,1
2466,9095,9185,1
2467,1778,375,1
2468,1778,583,1
2469,1778,769,1
2470,1778,1779,1
2471,1778,1906,1
2472,1778,2726,1
2473,1778,2767,1
2474,1778,2768,1
2475,1778,2786,1
2476,1778,3603,1
2477,1778,3844,1
2478,1778,4082,1
2479,1778,4324,1
2480,1778,4558,1
2481,1778,5138,1
2482,1778,5174,1
2483,1778,5197,1
2484,1778,5358,1
2485,1778,5643,1
2486,1778,5863,1
2487,1778,5864,1
2488,1778,6576,1
2489,1778,7088,1
2490,1778,7090,1
2491,1778,7201,1
2492,1778,7646,1
2493,1778,8536,1
2494,1778,8909,1
2495,1778,9080,1
2496,1778,9287,1
2497,1778,9562,1
2498,1778,9754,1
2499,1906,1778,1
2500,1906,1797,1
2501,1906,4255,1
2502,1906,4632,1
2503,1906,5174,1
2504,1906,9287,1
2505,1906,9646,1
2506,5174,1023,1
2507,5174,1729,1
2508,5174,1778,1
2509,5174,1797,1
2510,5174,1906,1
2511,5174,3823,1
2512,5174,4632,1
2513,5174,6463,1
2514,5174,7090,1
2515,5174,7201,1
2516,5174,9080,1
2517,5174,9287,1
2518,5174,9646,1
2519,9287,209,1
2520,9287,1778,1
2521,9287,1797,1
2522,9287,1906,1
2523,9287,3279,1
2524,9287,3823,1
2525,9287,4632,1
2526,9287,5174,1
2527,9287,7201,1
2528,9287,9080,1
2529,9287,9646,1
2530,2930,0,1
2531,2930,760,1
2532,2930,1070,1
2533,2930,1886,1
2534,2930,2271,1
2535,2930,4263,1
2536,2930,5022,1
2537,2930,5784,1
2538,2930,6771,1
2539,2930,7119,1
2540,2930,8406,1
2541,2930,9217,1
2542,5784,71,1
2543,5784,152,1
2544,5784,474,1
2545,5784,997,1
2546,5784,1972,1
2547,5784,2744,1
2548,5784,2913,1
2549,5784,2930,1
2550,5784,3747,1
2551,5784,4152,1
2552,5784,4170,1
2553,5784,4341,1
2554,5784,4486,1
2555,5784,4731,1
2556,5784,5277,1
2557,5784,5282,1
2558,5784,5624,1
2559,5784,5675,1
2560,5784,6382,1
2561,5784,6495,1
2562,5784,6979,1
2563,5784,7903,1
2564,5784,7907,1
2565,5784,8052,1
2566,5784,9225,1
2567,5784,9390,1
2568,5784,9692,1
2569,3954,4975,1
2570,3954,5996,1
2571,3954,6487,1
2572,4975,72,1
2573,4975,377,1
2574,4975,2167,1
2575,4975,2274,1
2576,4975,3954,1
2577,4975,4853,1
2578,4975,5052,1
2579,4975,5407,1
2580,4975,5996,1
2581,4975,6487,1
2582,4975,7445,1
2583,4975,7974,1
2584,4975,8412,1
2585,4975,9679,1
2586,4975,9825,1
2592,2753,1672,1
2593,2753,1837,1
2594,2753,2360,1
2595,2753,3084,1
2596,2753,5381,1
2597,2753,6404,1
2598,2753,7146,1
2599,2753,7413,1
2600,2753,7589,1
2601,2753,7683,1
2602,2753,7776,1
2603,5381,415,1
2604,5381,573,1
2605,5381,1308,1
2606,5381,2249,1
2607,5381,2572,1
2608,5381,2588,1
2609,5381,2753,1
2610,5381,3726,1
2611,5381,3949,1
2612,5381,5899,1
2613,5381,6288,1
2614,5381,6355,1
2615,5381,8022,1
2616,5381,8055,1
2617,5381,8505,1
2618,5381,8511,1
2619,5381,8615,1
2620,5381,9033,1
2621,5381,9580,1
2622,2360,46,1
2623,2360,213,1
2624,2360,318,1
2625,2360,1117,1
2626,2360,1596,1
2627,2360,2753,1
2628,2360,2874,1
2629,2360,3084,1
2630,2360,4774,1
2631,2360,5461,1
2632,2360,5620,1
2633,2360,6365,1
2634,2360,7146,1
2635,2360,7232,1
2636,2360,7597,1
2637,2360,7683,1
2638,2360,7850,1
2639,2360,9829,1
2640,2874,318,1
2641,2874,613,1
2642,2874,1156,1
2643,2874,1351,1
2644,2874,1596,1
2645,2874,2336,1
2646,2874,2360,1
2647,2874,3072,1
2648,2874,4543,1
2649,2874,4705,1
2650,2874,5461,1
2651,2874,6196,1
2652,2874,6474,1
2653,2874,7146,1
2654,2874,7232,1
2655,2874,7683,1
2656,2874,7850,1
2657,2874,8130,1
2658,2874,8319,1
2659,2874,9829,1
2660,7850,444,1
2661,7850,1887,1
2662,7850,2160,1
2663,7850,2360,1
2664,7850,2743,1
2665,7850,2824,1
2666,7850,2874,1
2667,7850,2977,1
2668,7850,3356,1
2669,7850,3675,1
2670,7850,4585,1
2671,7850,5222,1
2672,7850,6365,1
2673,7850,7038,1
2674,7850,7889,1
2675,7850,8753,1
2676,7850,9165,1
2677,7850,9603,1
2678,7850,9829,1
2679,9829,318,1
2680,9829,1156,1
2681,9829,1596,1
2682,9829,2360,1
2683,9829,2874,1
2684,9829,3072,1
2685,9829,5461,1
2686,9829,6196,1
2687,9829,6474,1
2688,9829,7146,1
2689,9829,7232,1
2690,9829,7683,1
2691,9829,7850,1
2692,9829,8130,1
2693,9829,8319,1
2694,751,737,1
2695,751,1325,1
2696,751,1440,1
2697,751,2982,1
